cReg,REGIONE,cProv,PROVINCIA,CODICE,NOME STRADA,cCom,COMUNE,INC,IM,MOR,FER
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001028,Borgaro Torinese,6,0,0,9
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001090,Collegno,52,1,1,85
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001164,Nichelino,1,0,0,1
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001189,Pianezza,4,0,0,4
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001219,Rivoli,29,0,0,47
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001265,Settimo Torinese,2,0,0,2
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001272,Torino,21,1,1,34
01,Piemonte,001,Torino,TA00202,Tangenziale Nord Torino,001292,Venaria Reale,24,0,0,36
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002004,Alice Castello,4,0,0,13
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002015,Borgo d'Ale,4,1,1,4
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002032,Carisio,1,0,0,1
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002042,Cigliano,2,0,0,3
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002059,Formigliana,4,0,0,9
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002065,Greggio,3,0,0,4
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002079,Moncrivello,1,0,0,1
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002128,Saluggia,1,0,0,2
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002133,Santhià,2,0,0,4
01,Piemonte,002,Vercelli,AA00401,A 04 -  Torino-Trieste,002163,Villarboit,6,1,1,16
01,Piemonte,002,Vercelli,AA00405,A 04 / A 05 -  Diramazione Ivrea-Santhià,002004,Alice Castello,5,0,0,5
01,Piemonte,002,Vercelli,AA02601,A 26 -  Genova Voltri-Gravellona Toce (Autostrada dei Trafori),002142,Stroppiana,3,0,0,5
01,Piemonte,002,Vercelli,AA02601,A 26 -  Genova Voltri-Gravellona Toce (Autostrada dei Trafori),002158,Vercelli,2,1,1,1
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002070,Lignana,1,0,0,1
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002126,Salasco,1,0,0,2
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002127,Sali Vercellese,1,1,1,1
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002133,Santhià,2,0,0,3
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002142,Stroppiana,1,0,0,1
01,Piemonte,002,Vercelli,AA02604,A 26 / A 04 -  Diramazione Stroppiana-Santhià,002158,Vercelli,2,0,0,5
01,Piemonte,002,Vercelli,SS01101,SS 011 -  Padana Superiore ,002015,Borgo d'Ale,1,0,0,3
01,Piemonte,002,Vercelli,SS01101,SS 011 -  Padana Superiore ,002017,Borgo Vercelli,5,0,0,9
01,Piemonte,002,Vercelli,SS01101,SS 011 -  Padana Superiore ,002131,San Germano Vercellese,1,0,0,3
01,Piemonte,002,Vercelli,SS01101,SS 011 -  Padana Superiore ,002150,Tronzano Vercellese,7,0,0,11
01,Piemonte,002,Vercelli,SS01101,SS 011 -  Padana Superiore ,002158,Vercelli,10,1,1,21
01,Piemonte,002,Vercelli,SS01102,SS 011 bis -  Vercelli-Borgo Vercelli,002017,Borgo Vercelli,1,0,0,1
01,Piemonte,002,Vercelli,SS01102,SS 011 bis -  Vercelli-Borgo Vercelli,002158,Vercelli,6,0,0,7
01,Piemonte,002,Vercelli,SS03101,SS 031 -  del Monferrato,002104,Prarolo,1,0,0,3
01,Piemonte,002,Vercelli,SS03101,SS 031 -  del Monferrato,002142,Stroppiana,2,0,0,5
01,Piemonte,002,Vercelli,SS03101,SS 031 -  del Monferrato,002158,Vercelli,4,0,0,10
01,Piemonte,002,Vercelli,SS03102,SS 031 bis -  del Monferrato,002049,Crescentino,2,0,0,3
01,Piemonte,002,Vercelli,SS03102,SS 031 bis -  del Monferrato,002090,Palazzolo Vercellese,1,0,0,2
01,Piemonte,002,Vercelli,SS14201,SS 142 -  Biellese,002061,Gattinara,9,0,0,12
01,Piemonte,002,Vercelli,SS14201,SS 142 -  Biellese,002116,Roasio,5,0,0,5
01,Piemonte,002,Vercelli,SS14301,SS 143 -  Vercellese,002131,San Germano Vercellese,1,0,0,4
01,Piemonte,002,Vercelli,SS14301,SS 143 -  Vercellese,002133,Santhià,1,0,0,3
01,Piemonte,002,Vercelli,SS23001,SS 230 -  di Massazza,002031,Caresanablot,1,0,0,1
01,Piemonte,002,Vercelli,SS23001,SS 230 -  di Massazza,002032,Carisio,1,0,0,1
01,Piemonte,002,Vercelli,SS23001,SS 230 -  di Massazza,002045,Collobiano,2,0,0,4
01,Piemonte,002,Vercelli,SS23001,SS 230 -  di Massazza,002059,Formigliana,3,0,0,4
01,Piemonte,002,Vercelli,SS23001,SS 230 -  di Massazza,002108,Quinto Vercellese,2,0,0,2
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002008,Balmuccia,2,0,0,2
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002016,Borgosesia,8,0,0,14
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002107,Quarona,2,0,0,5
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002134,Scopa,2,0,0,2
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002135,Scopello,1,0,0,1
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002137,Serravalle Sesia,11,1,1,15
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002156,Varallo,5,0,0,13
01,Piemonte,002,Vercelli,SS29901,SS 299 -  di Alagna,002166,Vocca,2,0,0,2
01,Piemonte,002,Vercelli,SS45501,SS 455 -  di Pontestura,002054,Desana,4,0,0,8
01,Piemonte,002,Vercelli,SS45501,SS 455 -  di Pontestura,002158,Vercelli,4,0,0,5
