cReg,REGIONE,cProv,PROVINCIA,CODICE,NOME STRADA,UnivCom,COMUNE,Inc,Mor,Fer,Inc2R,IncMezziP
01,Piemonte,001,Torino,SP02206TO,SP 022 dir1 -  Diramazione per SP 002,001119,Grosso,1,0,1,0,1
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001120,Grugliasco,12,0,14,4,1
01,Piemonte,001,Torino,SP17506TO,SP 175 dir1 -  Diramazione per Grugliasco,001120,Grugliasco,1,0,1,0,1
01,Piemonte,001,Torino,SP16601TO,SP 166 -  della Val Chisone,001122,Inverso Pinasca,1,0,1,0,0
01,Piemonte,001,Torino,SP13101TO,SP 131 -  di Isolabella,001123,Isolabella,1,0,1,1,0
01,Piemonte,001,Torino,SP07701TO,SP 077 -  di Pavone,001125,Ivrea,1,0,1,1,0
01,Piemonte,001,Torino,SP00808TO,SP 008 dir3 -  Diramazione per La Cassa,001126,La Cassa,1,0,1,0,0
01,Piemonte,001,Torino,SP14501TO,SP 145 -  di La Loggia,001127,La Loggia,1,0,1,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001128,Lanzo Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP00107TO,SP 001 dir2 -  Diramazione per SP 002,001128,Lanzo Torinese,2,0,3,1,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001128,Lanzo Torinese,3,0,7,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001128,Lanzo Torinese,6,0,8,3,2
01,Piemonte,001,Torino,SP01207TO,SP 012 dir2 -  Diramazione per Leinì,001130,Leini,3,0,3,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001130,Leini,1,0,1,1,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001130,Leini,2,1,1,1,1
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001130,Leini,4,0,10,1,0
01,Piemonte,001,Torino,SP71001TO,SP 710 -  di Caselle,001130,Leini,3,0,3,0,0
01,Piemonte,001,Torino,SP03201TO,SP 032 -  della Valle di Viù,001131,Lemie,2,1,4,2,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001132,Lessolo,1,0,4,0,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001135,Lombardore,2,0,2,1,1
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001135,Lombardore,3,0,6,2,1
01,Piemonte,001,Torino,SP14701TO,SP 147 -  di Oitana,001136,Lombriasco,1,0,2,0,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001139,Luserna San Giovanni,4,0,8,1,0
01,Piemonte,001,Torino,SP07801TO,SP 078 -  di Vestignè,001143,Maglione,2,0,2,1,1
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001146,Mathi,5,0,6,1,1
01,Piemonte,001,Torino,SP20701TO,SP 207 -  di Mattie,001147,Mattie,1,0,1,0,1
01,Piemonte,001,Torino,SP08101TO,SP 081 -  di Mazzè,001148,Mazzè,1,0,1,0,0
01,Piemonte,001,Torino,SP06401TO,SP 064 -  della Valchiusella,001151,Meugliano,1,0,2,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001152,Mezzenile,1,0,1,0,0
01,Piemonte,001,Torino,SP03101TO,SP 031 -  di Monastero,001155,Monastero di Lanzo,1,0,4,0,0
01,Piemonte,001,Torino,SP12501TO,SP 125 -  di Revigliasco,001156,Moncalieri,4,0,4,0,0
01,Piemonte,001,Torino,SP12601TO,SP 126 -  di Santa Brigida,001156,Moncalieri,1,0,2,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001159,Montalenghe,2,0,3,0,0
01,Piemonte,001,Torino,SP04007TO,SP 040 dir2 -  Svincolo per SP 003,001161,Montanaro,1,0,1,1,0
01,Piemonte,001,Torino,SP10501TO,SP 105 -  di Monteu,001162,Monteu da Po,1,0,1,1,0
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001164,Nichelino,7,0,9,2,1
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001164,Nichelino,3,0,7,0,1
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001166,Nole,2,0,2,0,0
01,Piemonte,001,Torino,SP14001TO,SP 140 -  di None,001168,None,1,0,1,0,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001168,None,3,1,2,0,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001168,None,2,0,3,0,0
01,Piemonte,001,Torino,SP03501TO,SP 035 -  di Favria,001170,Oglianico,1,0,2,0,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001171,Orbassano,10,0,16,2,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001171,Orbassano,3,0,4,1,1
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001171,Orbassano,18,0,29,3,6
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001171,Orbassano,2,0,3,0,1
01,Piemonte,001,Torino,SP16501TO,SP 165 -  di Prarostino,001173,Osasco,1,0,1,1,0
01,Piemonte,001,Torino,SP13801TO,SP 138 -  di Virle,001174,Osasio,2,0,3,0,0
01,Piemonte,001,Torino,SP14701TO,SP 147 -  di Oitana,001174,Osasio,1,0,1,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001176,Ozegna,2,1,1,1,0
01,Piemonte,001,Torino,SP26301TO,SP 263 -  di Piverone,001177,Palazzo Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001178,Pancalieri,1,0,1,0,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001178,Pancalieri,1,0,1,1,0
01,Piemonte,001,Torino,SP14901TO,SP 149 -  di Pancalieri,001178,Pancalieri,1,0,1,1,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001180,Pavarolo,1,0,1,0,0
01,Piemonte,001,Torino,SP07701TO,SP 077 -  di Pavone,001181,Pavone Canavese,1,0,4,0,1
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001183,Pecetto Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP12501TO,SP 125 -  di Revigliasco,001183,Pecetto Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001188,Pessinetto,3,0,5,1,0
01,Piemonte,001,Torino,SP19501TO,SP 195 -  di Roletto,001191,Pinerolo,1,0,3,0,0
01,Piemonte,001,Torino,SP19601TO,SP 196 -  di Piscina,001191,Pinerolo,1,0,3,0,0
01,Piemonte,001,Torino,SP00501TO,SP 005 -  di Pino,001192,Pino Torinese,1,0,2,0,0
01,Piemonte,001,Torino,SP11501TO,SP 115 -  della Valle Ceppi,001192,Pino Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001193,Piobesi Torinese,1,0,3,0,0
01,Piemonte,001,Torino,SP14501TO,SP 145 -  di La Loggia,001193,Piobesi Torinese,2,0,2,0,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001194,Piossasco,3,0,9,1,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001194,Piossasco,2,0,2,0,0
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001194,Piossasco,1,0,1,1,0
01,Piemonte,001,Torino,SP19301TO,SP 193 -  della Colletta,001194,Piossasco,3,0,4,0,0
01,Piemonte,001,Torino,SP19601TO,SP 196 -  di Piscina,001195,Piscina,1,0,1,1,0
01,Piemonte,001,Torino,SP12801TO,SP 128 -  di Pessione,001197,Poirino,1,0,2,0,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001197,Poirino,5,0,9,0,0
01,Piemonte,001,Torino,SP13201TO,SP 132 -  di Ternavasso,001197,Poirino,2,0,2,0,0
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001197,Poirino,1,0,3,0,0
01,Piemonte,001,Torino,SP16901TO,SP 169 -  della Val Germanasca,001198,Pomaretto,1,0,2,1,0
01,Piemonte,001,Torino,SP00501TO,SP 005 -  di Pino,001214,Rivalta di Torino,1,0,1,1,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001214,Rivalta di Torino,2,0,5,1,0
01,Piemonte,001,Torino,SP00648TO,SP 006 var9 -  Variante del Dojrone,001214,Rivalta di Torino,3,0,4,1,0
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001214,Rivalta di Torino,1,0,1,1,1
01,Piemonte,001,Torino,SP14335TO,SP 143 dir4 -  Variante di Rivalta,001214,Rivalta di Torino,1,0,1,1,0
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001214,Rivalta di Torino,3,0,4,1,0
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001214,Rivalta di Torino,6,1,11,0,1
01,Piemonte,001,Torino,SP17506TO,SP 175 dir1 -  Diramazione per Grugliasco,001214,Rivalta di Torino,1,0,1,0,0
01,Piemonte,001,Torino,SP12001TO,SP 120 -  di Riva di Chieri,001215,Riva presso Chieri,5,1,7,0,1
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001216,Rivara,5,0,6,2,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001218,Rivarossa,2,0,2,1,0
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001219,Rivoli,6,0,8,3,2
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001219,Rivoli,1,0,1,1,0
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001219,Rivoli,2,0,3,2,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001219,Rivoli,1,0,4,0,0
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001219,Rivoli,3,0,4,1,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001220,Robassomero,1,0,1,0,1
01,Piemonte,001,Torino,SP01801TO,SP 018 -  di Robassomero,001220,Robassomero,1,0,1,1,0
01,Piemonte,001,Torino,SP03401TO,SP 034 -  di Rocca Canavese,001221,Rocca Canavese,1,0,3,0,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001223,Romano Canavese,2,0,4,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001223,Romano Canavese,3,0,3,0,1
01,Piemonte,001,Torino,SP18601TO,SP 186 -  di Rosta,001228,Rosta,2,0,2,2,0
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001229,Rubiana,1,0,2,1,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001236,San Benigno Canavese,3,0,5,1,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001236,San Benigno Canavese,3,0,7,1,1
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001236,San Benigno Canavese,1,0,1,0,1
01,Piemonte,001,Torino,SP02101TO,SP 021 -  di San Carlo,001237,San Carlo Canavese,2,0,3,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001237,San Carlo Canavese,5,0,8,0,0
01,Piemonte,001,Torino,SP24201TO,SP 242 -  della Borgata Tempo,001237,San Carlo Canavese,2,0,2,0,1
01,Piemonte,001,Torino,SP72001TO,SP 720 -  del Campo Esperienze,001237,San Carlo Canavese,3,0,6,0,1
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001240,San Francesco al Campo,3,0,4,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001240,San Francesco al Campo,1,0,2,0,0
01,Piemonte,001,Torino,SP01701TO,SP 017 -  di Leinì,001240,San Francesco al Campo,1,0,1,0,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001243,San Gillio,7,0,17,1,3
01,Piemonte,001,Torino,SP00807TO,SP 008 dir2 -  Diramazione per San Gillio,001243,San Gillio,3,0,4,1,1
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001244,San Giorgio Canavese,3,0,6,1,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001246,San Giusto Canavese,2,0,2,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001248,San Maurizio Canavese,9,0,14,1,1
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001248,San Maurizio Canavese,1,0,2,0,0
01,Piemonte,001,Torino,SP01334TO,SP 013 var -  Variante di San Maurizio Canavese,001248,San Maurizio Canavese,1,0,3,0,1
01,Piemonte,001,Torino,SP01401TO,SP 014 -  di Ceretta Inferiore,001248,San Maurizio Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001248,San Maurizio Canavese,2,0,2,1,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001254,San Secondo di Pinerolo,2,0,3,0,1
01,Piemonte,001,Torino,SP16501TO,SP 165 -  di Prarostino,001254,San Secondo di Pinerolo,1,0,2,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001257,Santena,1,0,1,1,0
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001260,Scalenghe,2,0,3,0,1
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001261,Scarmagno,2,0,2,1,0
01,Piemonte,001,Torino,SP00301TO,SP 003 -  della Cebrosa,001265,Settimo Torinese,9,0,18,1,4
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001265,Settimo Torinese,2,0,2,1,1
01,Piemonte,001,Torino,SP09301TO,SP 093 -  di San Mauro,001265,Settimo Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP22001TO,SP 220 -  di Brandizzo,001265,Settimo Torinese,1,0,2,0,0
01,Piemonte,001,Torino,SP07201TO,SP 072 -  di Nomaglio,001266,Settimo Vittone,1,0,1,0,0
01,Piemonte,001,Torino,SP06401TO,SP 064 -  della Valchiusella,001268,Strambinello,1,0,1,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001272,Torino,3,0,3,2,0
01,Piemonte,001,Torino,SP08901TO,SP 089 -  di Torrazza Piemonte,001273,Torrazza Piemonte,1,0,1,0,0
01,Piemonte,001,Torino,SP09101TO,SP 091 -  del Boschetto,001273,Torrazza Piemonte,1,1,0,0,0
01,Piemonte,001,Torino,SP04101TO,SP 041 -  di Agliè,001274,Torre Canavese,3,0,4,2,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001274,Torre Canavese,2,0,2,0,0
01,Piemonte,001,Torino,SP05701TO,SP 057 -  di Torre Canavese,001274,Torre Canavese,2,0,3,1,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001274,Torre Canavese,1,0,3,0,1
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001275,Torre Pellice,2,0,5,0,0
01,Piemonte,001,Torino,SP18701TO,SP 187 -  di Giaveno,001276,Trana,1,0,1,1,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001279,Traves,3,0,5,0,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001284,Val della Torre,4,0,7,1,0
