CodReg,Regione,Prov,provincia,CODICE,nome strada,UnivCom,comune,Inc,Mor,Fer,Inc2R,IncMezziP
01,Piemonte,001,Torino,SP04101TO,SP 041 -  di Agliè,001001,Agliè,4,0,6,1,0
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001002,Airasca,2,1,2,0,0
01,Piemonte,001,Torino,SP08001TO,SP 080 -  di Caravino,001004,Albiano d'Ivrea,1,0,1,0,1
01,Piemonte,001,Torino,SP06801TO,SP 068 -  di Alice,001005,Alice Superiore,1,0,1,0,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001008,Alpignano,3,0,5,1,0
01,Piemonte,001,Torino,SP17801TO,SP 178 -  di Alpignano,001008,Alpignano,1,0,1,0,0
01,Piemonte,001,Torino,SP11901TO,SP 119 -  di Moriondo,001009,Andezeno,4,0,8,1,1
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001009,Andezeno,1,0,3,0,0
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001013,Avigliana,1,0,1,0,0
01,Piemonte,001,Torino,SP18601TO,SP 186 -  di Rosta,001013,Avigliana,1,0,2,0,0
01,Piemonte,001,Torino,SP18801TO,SP 188 -  del colle Braida,001013,Avigliana,2,0,3,1,0
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001013,Avigliana,1,0,2,0,0
01,Piemonte,001,Torino,SP07901TO,SP 079 -  di Azeglio,001014,Azeglio,1,0,1,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001016,Balangero,3,0,6,2,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001017,Baldissero Canavese,3,0,3,1,1
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001020,Banchette,1,0,1,1,0
01,Piemonte,001,Torino,SP21601TO,SP 216 -  del Melezet,001022,Bardonecchia,1,0,1,0,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001024,Beinasco,24,0,36,6,1
01,Piemonte,001,Torino,SP15701TO,SP 157 -  di Bibiana,001025,Bibiana,3,0,5,1,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001026,Bobbio Pellice,1,0,4,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001028,Borgaro Torinese,6,0,10,2,2
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001028,Borgaro Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP22301TO,SP 223 -  di Santa Cristina,001028,Borgaro Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001028,Borgaro Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP50101TO,SP 501 -  della Reggia,001028,Borgaro Torinese,1,0,1,1,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001030,Borgofranco d'Ivrea,2,0,4,0,0
01,Piemonte,001,Torino,SP07301TO,SP 073 -  della Serra,001030,Borgofranco d'Ivrea,1,0,1,1,0
01,Piemonte,001,Torino,SP07801TO,SP 078 -  di Vestignè,001031,Borgomasino,2,0,2,1,0
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001033,Bosconero,2,1,1,0,0
01,Piemonte,001,Torino,SP22001TO,SP 220 -  di Brandizzo,001034,Brandizzo,1,0,1,1,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001035,Bricherasio,4,0,7,1,2
01,Piemonte,001,Torino,SP06601TO,SP 066 -  di Vico Canavese,001036,Brosso,1,0,2,0,0
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001038,Bruino,8,0,9,4,3
01,Piemonte,001,Torino,SP10701TO,SP 107 -  di Brusasco,001039,Brusasco,1,0,2,0,0
01,Piemonte,001,Torino,SP11001TO,SP 110 -  di Marcorengo,001039,Brusasco,1,0,1,0,0
01,Piemonte,001,Torino,SP13801TO,SP 138 -  di Virle,001041,Buriasco,2,0,3,0,0
01,Piemonte,001,Torino,SP07601TO,SP 076 -  di Burolo,001042,Burolo,1,0,2,1,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001043,Busano,5,0,7,0,0
01,Piemonte,001,Torino,SP18501TO,SP 185 -  di Buttigliera Alta,001045,Buttigliera Alta,3,0,6,1,0
01,Piemonte,001,Torino,SP18601TO,SP 186 -  di Rosta,001045,Buttigliera Alta,5,0,7,2,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001046,Cafasse,3,2,6,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001047,Caluso,1,0,1,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001048,Cambiano,2,0,2,0,1
01,Piemonte,001,Torino,SP15101TO,SP 151 -  di Campiglione Fenile,001049,Campiglione-Fenile,1,0,4,0,0
01,Piemonte,001,Torino,SP08401TO,SP 084 -  del Lago di Candia,001050,Candia Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP14001TO,SP 140 -  di None,001051,Candiolo,2,0,2,1,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001051,Candiolo,3,0,5,0,1
01,Piemonte,001,Torino,SP19401TO,SP 194 -  di Frossasco,001053,Cantalupa,1,0,1,1,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001058,Carignano,1,0,3,0,0
01,Piemonte,001,Torino,SP13801TO,SP 138 -  di Virle,001058,Carignano,1,0,4,0,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001058,Carignano,2,1,1,0,2
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001058,Carignano,2,0,4,0,1
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001059,Carmagnola,1,0,1,0,1
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001059,Carmagnola,7,0,10,0,2
01,Piemonte,001,Torino,SP13401TO,SP 134 -  di Pralormo,001059,Carmagnola,2,1,2,0,0
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001062,Caselette,2,0,4,0,0
01,Piemonte,001,Torino,SP19801TO,SP 198 -  di Villardora,001062,Caselette,1,0,2,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001063,Caselle Torinese,22,0,31,5,2
01,Piemonte,001,Torino,SP01001TO,SP 010 -  di Caselle,001063,Caselle Torinese,2,0,4,0,0
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001063,Caselle Torinese,2,0,3,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001063,Caselle Torinese,4,0,4,0,1
01,Piemonte,001,Torino,SP01401TO,SP 014 -  di Ceretta Inferiore,001063,Caselle Torinese,3,0,8,0,0
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001063,Caselle Torinese,10,0,19,2,0
01,Piemonte,001,Torino,SP14601TO,SP 146 -  di Viotto,001065,Castagnole Piemonte,1,0,1,1,0
01,Piemonte,001,Torino,SP05801TO,SP 058 -  del Pedaggio,001066,Castellamonte,3,0,4,1,0
01,Piemonte,001,Torino,SP05901TO,SP 059 -  di Castelnuovo Nigra,001066,Castellamonte,1,0,2,0,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001066,Castellamonte,7,1,6,5,0
01,Piemonte,001,Torino,SP09201TO,SP 092 -  di Castiglione,001068,Castiglione Torinese,3,0,6,2,1
01,Piemonte,001,Torino,SP11701TO,SP 117 -  di Cordova,001068,Castiglione Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001068,Castiglione Torinese,1,0,1,1,0
01,Piemonte,001,Torino,SP15101TO,SP 151 -  di Campiglione Fenile,001070,Cavour,4,0,8,1,2
01,Piemonte,001,Torino,SP15301TO,SP 153 -  di Babano,001070,Cavour,1,1,0,0,0
01,Piemonte,001,Torino,SP13801TO,SP 138 -  di Virle,001071,Cercenasco,3,0,5,0,1
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001071,Cercenasco,2,0,2,1,1
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001072,Ceres,3,1,2,0,0
01,Piemonte,001,Torino,SP21501TO,SP 215 -  del Sestriere,001074,Cesana Torinese,1,0,2,1,0
01,Piemonte,001,Torino,SP07501TO,SP 075 -  dei laghi Morenici,001077,Chiaverano,2,0,3,2,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001078,Chieri,11,0,14,2,2
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001078,Chieri,1,0,2,0,0
01,Piemonte,001,Torino,SP12801TO,SP 128 -  di Pessione,001078,Chieri,2,1,3,1,0
01,Piemonte,001,Torino,SP18801TO,SP 188 -  del colle Braida,001081,Chiusa di San Michele,1,0,1,0,0
01,Piemonte,001,Torino,SP08101TO,SP 081 -  di Mazzè,001082,Chivasso,2,0,4,1,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001082,Chivasso,2,0,4,0,0
01,Piemonte,001,Torino,SP08901TO,SP 089 -  di Torrazza Piemonte,001082,Chivasso,1,0,1,1,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001086,Ciriè,7,1,13,1,1
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001086,Ciriè,2,0,2,1,0
01,Piemonte,001,Torino,SP01801TO,SP 018 -  di Robassomero,001086,Ciriè,5,0,7,2,1
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001086,Ciriè,1,0,1,1,0
01,Piemonte,001,Torino,SP19001TO,SP 190 -  di Coazze,001089,Coazze,1,0,2,0,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001090,Collegno,1,0,1,0,0
01,Piemonte,001,Torino,SP17601TO,SP 176 -  della Savonera,001090,Collegno,9,0,17,1,4
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001092,Colleretto Giacosa,1,0,1,1,0
01,Piemonte,001,Torino,SP20001TO,SP 200 -  di Condove,001093,Condove,2,0,2,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001094,Corio,3,0,5,1,0
01,Piemonte,001,Torino,SP24801TO,SP 248 -  di Piano Audi,001094,Corio,1,0,1,1,0
01,Piemonte,001,Torino,SP05501TO,SP 055 -  di Vialfrè,001096,Cuceglio,1,0,1,0,0
01,Piemonte,001,Torino,SP14601TO,SP 146 -  di Viotto,001097,Cumiana,2,0,3,1,0
01,Piemonte,001,Torino,SP04501TO,SP 045 -  della Valle Sacra,001098,Cuorgnè,1,0,1,1,1
01,Piemonte,001,Torino,SP05801TO,SP 058 -  del Pedaggio,001098,Cuorgnè,1,0,1,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001099,Druento,1,0,2,0,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001099,Druento,3,0,5,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001101,Favria,4,0,6,2,1
01,Piemonte,001,Torino,SP03501TO,SP 035 -  di Favria,001101,Favria,1,0,2,0,0
01,Piemonte,001,Torino,SP04101TO,SP 041 -  di Agliè,001102,Feletto,1,0,1,0,0
01,Piemonte,001,Torino,SP18201TO,SP 182 -  di Varisella,001104,Fiano,1,0,1,1,0
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001104,Fiano,1,0,2,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001106,Foglizzo,1,0,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001106,Foglizzo,1,0,2,0,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001107,Forno Canavese,3,0,3,1,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001109,Front,1,0,3,0,0
01,Piemonte,001,Torino,SP02101TO,SP 021 -  di San Carlo,001109,Front,1,0,1,0,0
01,Piemonte,001,Torino,SP19601TO,SP 196 -  di Piscina,001110,Frossasco,1,0,1,0,0
01,Piemonte,001,Torino,SP09701TO,SP 097 -  di Cinzano,001112,Gassino Torinese,4,0,7,1,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001112,Gassino Torinese,3,0,4,2,1
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001113,Germagnano,1,0,1,1,0
01,Piemonte,001,Torino,SP03201TO,SP 032 -  della Valle di Viù,001113,Germagnano,2,0,3,1,0
01,Piemonte,001,Torino,SP18701TO,SP 187 -  di Giaveno,001115,Giaveno,9,0,16,2,0
01,Piemonte,001,Torino,SP18801TO,SP 188 -  del colle Braida,001115,Giaveno,1,0,1,0,0
01,Piemonte,001,Torino,SP18901TO,SP 189 -  di Selvaggio,001115,Giaveno,2,1,1,1,0
01,Piemonte,001,Torino,SP19001TO,SP 190 -  di Coazze,001115,Giaveno,8,0,11,3,2
01,Piemonte,001,Torino,SP19201TO,SP 192 -  di Forno,001115,Giaveno,2,0,8,1,0
01,Piemonte,001,Torino,SP19301TO,SP 193 -  della Colletta,001115,Giaveno,1,0,2,0,0
01,Piemonte,001,Torino,SP22701TO,SP 227 -  della Provonda,001115,Giaveno,2,0,2,2,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001116,Givoletto,1,0,3,0,0
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001116,Givoletto,1,0,1,0,1
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001120,Grugliasco,19,1,31,5,1
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001120,Grugliasco,4,0,5,1,0
01,Piemonte,001,Torino,SP16601TO,SP 166 -  della Val Chisone,001122,Inverso Pinasca,2,0,3,0,0
01,Piemonte,001,Torino,SP13101TO,SP 131 -  di Isolabella,001123,Isolabella,1,0,1,0,0
01,Piemonte,001,Torino,SP07401TO,SP 074 -  di Chiaverano,001125,Ivrea,1,0,1,1,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001126,La Cassa,2,0,3,0,1
01,Piemonte,001,Torino,SP18101TO,SP 181 -  di Caselette,001126,La Cassa,1,0,1,1,0
01,Piemonte,001,Torino,SP14501TO,SP 145 -  di La Loggia,001127,La Loggia,2,0,4,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001128,Lanzo Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001128,Lanzo Torinese,3,1,3,1,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001128,Lanzo Torinese,1,0,2,1,0
01,Piemonte,001,Torino,SP10401TO,SP 104 -  di Lauriano,001129,Lauriano,1,0,1,0,0
01,Piemonte,001,Torino,SP01001TO,SP 010 -  di Caselle,001130,Leini,8,0,14,2,1
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001130,Leini,1,0,2,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001130,Leini,2,0,4,1,1
01,Piemonte,001,Torino,SP01701TO,SP 017 -  di Leinì,001130,Leini,1,0,2,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001130,Leini,3,0,7,0,0
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001130,Leini,16,0,27,3,3
01,Piemonte,001,Torino,SP06801TO,SP 068 -  di Alice,001132,Lessolo,1,0,1,0,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001132,Lessolo,1,0,2,1,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001135,Lombardore,3,0,4,1,0
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001135,Lombardore,3,0,4,1,1
01,Piemonte,001,Torino,SP14701TO,SP 147 -  di Oitana,001136,Lombriasco,1,0,1,0,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001139,Luserna San Giovanni,5,0,6,0,1
01,Piemonte,001,Torino,SP16301TO,SP 163 -  di Angrogna,001139,Luserna San Giovanni,1,0,2,1,0
01,Piemonte,001,Torino,SP04101TO,SP 041 -  di Agliè,001141,Lusigliè,2,0,2,0,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001142,Macello,1,0,2,1,0
01,Piemonte,001,Torino,SP15801TO,SP 158 -  di Garzigliana,001142,Macello,1,0,2,0,0
01,Piemonte,001,Torino,SP15901TO,SP 159 -  di Macello,001142,Macello,1,0,1,0,0
01,Piemonte,001,Torino,SP07801TO,SP 078 -  di Vestignè,001143,Maglione,1,1,0,1,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001146,Mathi,4,0,5,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001146,Mathi,1,1,0,1,0
01,Piemonte,001,Torino,SP08101TO,SP 081 -  di Mazzè,001148,Mazzè,3,0,5,0,0
01,Piemonte,001,Torino,SP08101TO,SP 081 -  di Mazzè,001150,Mercenasco,1,0,2,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001150,Mercenasco,1,0,1,0,0
01,Piemonte,001,Torino,SP12501TO,SP 125 -  di Revigliasco,001156,Moncalieri,2,0,2,0,0
01,Piemonte,001,Torino,SP05401TO,SP 054 -  di Cuceglio,001159,Montalenghe,1,0,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001159,Montalenghe,1,0,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001161,Montanaro,2,0,2,2,0
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001164,Nichelino,8,0,13,1,2
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001166,Nole,3,1,2,0,1
01,Piemonte,001,Torino,SP14001TO,SP 140 -  di None,001168,None,1,0,1,0,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001168,None,1,0,2,0,0
01,Piemonte,001,Torino,SP03501TO,SP 035 -  di Favria,001170,Oglianico,2,0,3,1,1
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001171,Orbassano,14,0,21,1,2
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001171,Orbassano,8,0,9,0,3
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001171,Orbassano,14,0,19,4,2
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001171,Orbassano,4,0,9,0,1
01,Piemonte,001,Torino,SP14701TO,SP 147 -  di Oitana,001174,Osasio,1,0,1,1,0
01,Piemonte,001,Torino,SP05101TO,SP 051 -  di Ciconio,001176,Ozegna,2,0,3,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001176,Ozegna,2,1,2,0,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001178,Pancalieri,1,0,1,0,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001178,Pancalieri,2,1,1,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001180,Pavarolo,3,0,4,0,0
01,Piemonte,001,Torino,SP07701TO,SP 077 -  di Pavone,001181,Pavone Canavese,4,0,5,2,0
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001183,Pecetto Torinese,4,1,5,1,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001185,Perosa Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP07701TO,SP 077 -  di Pavone,001185,Perosa Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001188,Pessinetto,1,0,1,0,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001189,Pianezza,1,0,2,0,0
01,Piemonte,001,Torino,SP17901TO,SP 179 -  di Pianezza,001189,Pianezza,1,0,1,1,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001191,Pinerolo,1,0,1,0,0
01,Piemonte,001,Torino,SP00501TO,SP 005 -  di Pino,001192,Pino Torinese,6,0,12,1,1
01,Piemonte,001,Torino,SP11501TO,SP 115 -  della Valle Ceppi,001192,Pino Torinese,1,0,1,1,0
01,Piemonte,001,Torino,SP12301TO,SP 123 -  di San Felice,001192,Pino Torinese,1,0,1,1,0
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001192,Pino Torinese,1,0,1,0,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001193,Piobesi Torinese,2,0,4,1,1
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001194,Piossasco,9,0,14,1,2
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001194,Piossasco,4,0,5,1,0
01,Piemonte,001,Torino,SP19301TO,SP 193 -  della Colletta,001194,Piossasco,4,1,4,0,1
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001197,Poirino,10,1,17,3,1
01,Piemonte,001,Torino,SP13101TO,SP 131 -  di Isolabella,001197,Poirino,2,0,4,0,0
01,Piemonte,001,Torino,SP13401TO,SP 134 -  di Pralormo,001197,Poirino,2,0,2,1,2
01,Piemonte,001,Torino,SP16801TO,SP 168 -  di San Germano Chisone,001204,Pramollo,1,2,0,1,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001209,Quassolo,1,0,2,0,0
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001211,Reano,1,0,1,0,0
01,Piemonte,001,Torino,SP18501TO,SP 185 -  di Buttigliera Alta,001211,Reano,1,0,1,0,0
01,Piemonte,001,Torino,SP09701TO,SP 097 -  di Cinzano,001213,Rivalba,1,0,1,0,1
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001214,Rivalta di Torino,1,0,1,1,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001214,Rivalta di Torino,6,1,6,1,1
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001214,Rivalta di Torino,9,0,10,3,1
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001214,Rivalta di Torino,6,0,12,0,1
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001214,Rivalta di Torino,14,0,22,3,1
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001214,Rivalta di Torino,7,0,12,2,1
01,Piemonte,001,Torino,SP12101TO,SP 121 -  di Arignano,001215,Riva presso Chieri,1,0,1,0,0
01,Piemonte,001,Torino,SP02301TO,SP 023 -  di Rivara,001216,Rivara,1,0,1,0,0
01,Piemonte,001,Torino,SP03701TO,SP 037 -  di Pasquaro,001217,Rivarolo Canavese,2,0,2,0,0
01,Piemonte,001,Torino,SP03801TO,SP 038 -  di Argentera,001217,Rivarolo Canavese,1,0,2,0,1
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001217,Rivarolo Canavese,2,0,3,0,1
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001217,Rivarolo Canavese,1,0,3,0,0
01,Piemonte,001,Torino,SP03701TO,SP 037 -  di Pasquaro,001218,Rivarossa,1,0,2,0,0
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001219,Rivoli,17,0,21,6,2
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001219,Rivoli,1,0,1,0,0
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001219,Rivoli,1,0,1,0,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001219,Rivoli,1,0,5,0,0
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001219,Rivoli,1,0,2,0,1
01,Piemonte,001,Torino,SP18601TO,SP 186 -  di Rosta,001219,Rivoli,2,0,4,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001220,Robassomero,5,1,11,2,1
01,Piemonte,001,Torino,SP01801TO,SP 018 -  di Robassomero,001220,Robassomero,1,0,1,0,0
01,Piemonte,001,Torino,SP02301TO,SP 023 -  di Rivara,001221,Rocca Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP19501TO,SP 195 -  di Roletto,001222,Roletto,2,0,2,1,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001223,Romano Canavese,1,1,0,1,1
01,Piemonte,001,Torino,SP09001TO,SP 090 -  di Rondissone,001225,Rondissone,2,0,2,1,0
01,Piemonte,001,Torino,SP18601TO,SP 186 -  di Rosta,001228,Rosta,2,0,3,0,0
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001229,Rubiana,1,0,1,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001231,Salassa,1,0,1,0,0
01,Piemonte,001,Torino,SP03501TO,SP 035 -  di Favria,001231,Salassa,1,0,2,1,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001235,Samone,1,0,1,1,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001236,San Benigno Canavese,2,0,2,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001236,San Benigno Canavese,3,0,4,0,1
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001236,San Benigno Canavese,2,1,1,1,0
01,Piemonte,001,Torino,SP01901TO,SP 019 -  del Sedime,001237,San Carlo Canavese,2,0,3,1,0
01,Piemonte,001,Torino,SP02001TO,SP 020 -  del Campo Esperienze,001237,San Carlo Canavese,2,1,3,1,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001237,San Carlo Canavese,1,1,2,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001240,San Francesco al Campo,1,0,1,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001240,San Francesco al Campo,1,0,1,0,0
01,Piemonte,001,Torino,SP15801TO,SP 158 -  di Garzigliana,001240,San Francesco al Campo,1,0,2,0,0
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001241,Sangano,3,0,3,2,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001243,San Gillio,4,0,5,1,1
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001244,San Giorgio Canavese,1,0,1,1,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001244,San Giorgio Canavese,3,1,4,1,1
01,Piemonte,001,Torino,SP21701TO,SP 217 -  di Barone,001244,San Giorgio Canavese,1,0,1,1,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001246,San Giusto Canavese,3,0,4,1,1
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001247,San Martino Canavese,1,0,1,0,0
01,Piemonte,001,Torino,SP06301TO,SP 063 -  di Colleretto Giacosa,001247,San Martino Canavese,1,0,2,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001248,San Maurizio Canavese,9,0,20,2,1
01,Piemonte,001,Torino,SP01501TO,SP 015 -  di Ceretta Superiore,001248,San Maurizio Canavese,1,0,1,0,0
