CodReg,REGIONE,Prov,provincia,CODICE,nome strada,UnivCom,comune,Inc,Mor,Fer,N_Vei,Inc2R,IncMezziP
01,Piemonte,001,Torino,SP05401TO,SP 054 -  di Cuceglio,001001,Agliè,1,0,1,2,0,0
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001002,Airasca,2,0,3,4,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001003,Ala di Stura,1,0,1,1,0,0
01,Piemonte,001,Torino,SP07801TO,SP 078 -  di Vestignè,001004,Albiano d'Ivrea,1,0,1,2,0,0
01,Piemonte,001,Torino,SP07901TO,SP 079 -  di Azeglio,001004,Albiano d'Ivrea,2,0,3,4,0,0
01,Piemonte,001,Torino,SP08001TO,SP 080 -  di Caravino,001004,Albiano d'Ivrea,1,1,0,2,1,1
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001006,Almese,3,0,5,6,0,1
01,Piemonte,001,Torino,SP19801TO,SP 198 -  di Villardora,001006,Almese,1,0,1,2,1,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001008,Alpignano,1,0,1,1,0,0
01,Piemonte,001,Torino,SP17801TO,SP 178 -  di Alpignano (declassata),001008,Alpignano,1,0,1,2,0,0
01,Piemonte,001,Torino,SP18801TO,SP 188 -  del colle Braida,001013,Avigliana,1,0,1,2,1,0
01,Piemonte,001,Torino,SP19001TO,SP 190 -  di Coazze,001013,Avigliana,2,0,2,4,0,0
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001013,Avigliana,2,0,3,4,0,0
01,Piemonte,001,Torino,SP07901TO,SP 079 -  di Azeglio,001014,Azeglio,1,0,1,2,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001016,Balangero,5,0,6,8,0,0
01,Piemonte,001,Torino,SP02601TO,SP 026 -  dell'Amiantifera,001016,Balangero,1,0,1,1,1,0
01,Piemonte,001,Torino,SP00401TO,SP 004 -  di Baldissero,001018,Baldissero Torinese,1,0,1,2,0,0
01,Piemonte,001,Torino,SP11601TO,SP 116 -  di San Quirico,001018,Baldissero Torinese,1,0,1,1,1,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001020,Banchette,1,0,1,2,1,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001023,Barone Canavese,3,0,3,3,0,0
01,Piemonte,001,Torino,SP21701TO,SP 217 -  di Barone,001023,Barone Canavese,1,0,2,2,1,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001024,Beinasco,6,0,10,11,4,2
01,Piemonte,001,Torino,SP15701TO,SP 157 -  di Bibiana,001025,Bibiana,2,0,4,3,1,0
01,Piemonte,001,Torino,SP10501TO,SP 105 -  di Monteu,001027,Bollengo,1,0,2,2,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001028,Borgaro Torinese,4,0,4,6,0,0
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001028,Borgaro Torinese,2,0,2,3,1,0
01,Piemonte,001,Torino,SP50101TO,SP 501 -  di Borgaro e Venaria,001028,Borgaro Torinese,1,0,1,2,0,1
01,Piemonte,001,Torino,SP71101TO,SP 711 -  di Villaretto,001028,Borgaro Torinese,3,0,4,5,0,1
01,Piemonte,001,Torino,SP07301TO,SP 073 -  della Serra,001030,Borgofranco d'Ivrea,1,0,1,1,0,0
01,Piemonte,001,Torino,SP07401TO,SP 074 -  di Chiaverano,001030,Borgofranco d'Ivrea,1,0,1,1,0,0
01,Piemonte,001,Torino,SP22001TO,SP 220 -  di Brandizzo,001034,Brandizzo,2,0,3,5,1,1
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001035,Bricherasio,4,0,8,10,0,0
01,Piemonte,001,Torino,SP10701TO,SP 107 -  di Brusasco,001039,Brusasco,1,0,1,2,1,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001041,Buriasco,1,0,3,2,0,0
01,Piemonte,001,Torino,SP15801TO,SP 158 -  di Garzigliana,001041,Buriasco,1,0,2,2,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001043,Busano,5,2,7,9,0,2
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001046,Cafasse,8,0,12,15,1,0
01,Piemonte,001,Torino,SP72401TO,SP 724 -  di Villanova,001046,Cafasse,1,0,3,1,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001048,Cambiano,4,0,7,9,0,2
01,Piemonte,001,Torino,SP12301TO,SP 123 -  di San Felice,001048,Cambiano,1,0,1,1,0,0
01,Piemonte,001,Torino,SP15101TO,SP 151 -  di Campiglione Fenile,001049,Campiglione Fenile,1,0,2,2,0,0
01,Piemonte,001,Torino,SP14001TO,SP 140 -  di None,001051,Candiolo,1,0,1,2,0,1
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001051,Candiolo,3,1,3,4,0,0
01,Piemonte,001,Torino,SP14234TO,SP 142 var -  Variante di Candiolo,001051,Candiolo,1,0,2,3,0,0
01,Piemonte,001,Torino,SP14401TO,SP 144 -  di Santa Maria,001051,Candiolo,2,0,3,4,0,1
01,Piemonte,001,Torino,SP03301TO,SP 033 -  della Val Granda,001054,Cantoira,1,1,0,1,0,0
01,Piemonte,001,Torino,SP08001TO,SP 080 -  di Caravino,001056,Caravino,1,0,1,1,0,0
01,Piemonte,001,Torino,SP07101TO,SP 071 -  di Aramengo,001057,Carema,1,0,2,2,0,1
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001058,Carignano,2,0,4,5,0,0
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001058,Carignano,4,1,6,8,1,1
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001058,Carignano,1,0,1,2,1,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001059,Carmagnola,4,1,6,7,0,0
01,Piemonte,001,Torino,SP13401TO,SP 134 -  di Pralormo,001059,Carmagnola,1,0,2,2,0,1
01,Piemonte,001,Torino,SP13601TO,SP 136 -  delle Due Province,001059,Carmagnola,3,0,3,3,0,0
01,Piemonte,001,Torino,SP07101TO,SP 071 -  di Aramengo,001060,Casalborgone,1,0,1,2,0,0
01,Piemonte,001,Torino,SP10201TO,SP 102 -  di Berzano,001060,Casalborgone,2,0,2,3,1,0
01,Piemonte,001,Torino,SP10301TO,SP 103 -  di Castagneto,001060,Casalborgone,1,0,1,1,0,0
01,Piemonte,001,Torino,SP18101TO,SP 181 -  di Caselette,001062,Caselette,1,1,0,1,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001063,Caselle Torinese,6,0,11,12,1,0
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001063,Caselle Torinese,3,0,3,5,2,1
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001063,Caselle Torinese,1,0,3,2,0,1
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001063,Caselle Torinese,1,0,1,2,1,0
01,Piemonte,001,Torino,SP05801TO,SP 058 -  del Pedaggio,001066,Castellamonte,1,0,2,2,0,0
01,Piemonte,001,Torino,SP06201TO,SP 062 -  di Strambinello,001066,Castellamonte,1,0,1,1,0,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001066,Castellamonte,7,2,7,15,2,1
01,Piemonte,001,Torino,SP09201TO,SP 092 -  di Castiglione,001068,Castiglione Torinese,1,0,2,2,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001068,Castiglione Torinese,1,0,1,1,0,1
01,Piemonte,001,Torino,SP15301TO,SP 153 -  di Babano,001070,Cavour,1,0,1,2,0,0
01,Piemonte,001,Torino,SP15401TO,SP 154 -  di Cavour (Barge),001070,Cavour,1,0,2,3,0,0
01,Piemonte,001,Torino,SP13801TO,SP 138 -  di Virle,001071,Cercenasco,1,0,1,2,0,0
01,Piemonte,001,Torino,SP03301TO,SP 033 -  della Val Granda,001072,Ceres,1,0,1,2,1,0
01,Piemonte,001,Torino,SP05001TO,SP 050 -  del colle del Nivolet,001073,Ceresole Reale,1,0,1,1,1,0
01,Piemonte,001,Torino,SP07401TO,SP 074 -  di Chiaverano,001077,Chiaverano,4,1,4,7,1,0
01,Piemonte,001,Torino,SP11601TO,SP 116 -  di San Quirico,001078,Chieri,1,0,1,2,0,0
01,Piemonte,001,Torino,SP11901TO,SP 119 -  di Moriondo,001078,Chieri,1,0,1,4,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001078,Chieri,8,0,17,19,2,3
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001078,Chieri,1,0,2,1,0,0
01,Piemonte,001,Torino,SP12801TO,SP 128 -  di Pessione,001078,Chieri,2,0,5,5,0,0
01,Piemonte,001,Torino,SP08101TO,SP 081 -  di Mazzè,001082,Chivasso,1,0,1,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001082,Chivasso,2,0,2,2,0,0
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001082,Chivasso,5,0,11,10,0,1
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001086,Ciriè,3,0,7,5,1,0
01,Piemonte,001,Torino,SP01801TO,SP 018 -  di Robassomero,001086,Ciriè,5,0,8,8,2,0
01,Piemonte,001,Torino,SP24601TO,SP 246 -  del Creus,001088,Coassolo Torinese,1,0,2,2,0,0
01,Piemonte,001,Torino,SP17601TO,SP 176 -  della Savonera,001090,Collegno,3,0,4,5,1,0
01,Piemonte,001,Torino,SP20001TO,SP 200 -  di Condove,001093,Condove,1,0,2,1,0,1
01,Piemonte,001,Torino,SP05401TO,SP 054 -  di Cuceglio,001096,Cuceglio,2,0,5,3,1,0
01,Piemonte,001,Torino,SP14601TO,SP 146 -  di Viotto,001097,Cumiana,3,0,5,5,0,1
01,Piemonte,001,Torino,SP19301TO,SP 193 -  della Colletta,001097,Cumiana,2,0,4,3,0,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001098,Cuorgnè,1,1,0,1,1,0
01,Piemonte,001,Torino,SP04401TO,SP 044 -  di Alpette,001098,Cuorgnè,2,0,3,2,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001099,Druento,1,0,2,1,0,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001099,Druento,3,0,5,9,0,1
01,Piemonte,001,Torino,SP01307TO,SP 013 dir2 -  Diramazione per Rivarolo,001101,Favria,2,0,2,4,1,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001104,Fiano,1,0,1,2,0,0
01,Piemonte,001,Torino,SP18101TO,SP 181 -  di Caselette,001104,Fiano,3,0,5,6,1,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001105,Fiorano Canavese,1,0,2,2,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001106,Foglizzo,1,0,1,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001106,Foglizzo,2,0,3,3,0,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001107,Forno Canavese,2,0,2,4,1,1
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001109,Front,6,0,7,12,3,0
01,Piemonte,001,Torino,SP03401TO,SP 034 -  di Rocca Canavese,001109,Front,1,0,1,1,0,1
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001109,Front,1,0,1,1,0,0
01,Piemonte,001,Torino,SP19401TO,SP 194 -  di Frossasco,001110,Frossasco,1,0,2,2,0,0
01,Piemonte,001,Torino,SP15801TO,SP 158 -  di Garzigliana,001111,Garzigliana,1,0,1,1,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001113,Germagnano,1,0,2,1,0,0
01,Piemonte,001,Torino,SP03201TO,SP 032 -  della Valle di Viù,001113,Germagnano,1,0,1,1,1,0
01,Piemonte,001,Torino,SP18701TO,SP 187 -  di Giaveno,001115,Giaveno,5,0,8,9,1,2
01,Piemonte,001,Torino,SP19001TO,SP 190 -  di Coazze,001115,Giaveno,7,0,11,14,4,1
01,Piemonte,001,Torino,SP19101TO,SP 191 -  della Maddalena,001115,Giaveno,1,0,2,2,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001119,Grosso,2,0,3,4,1,0
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001120,Grugliasco,15,0,19,34,5,2
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001120,Grugliasco,2,0,3,3,0,0
01,Piemonte,001,Torino,SP07401TO,SP 074 -  di Chiaverano,001125,Ivrea,1,1,0,1,1,0
01,Piemonte,001,Torino,SP18101TO,SP 181 -  di Caselette,001126,La Cassa,1,0,1,1,0,0
01,Piemonte,001,Torino,SP14501TO,SP 145 -  di La Loggia,001127,La Loggia,1,0,3,2,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001128,Lanzo Torinese,4,0,4,4,0,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001128,Lanzo Torinese,1,0,2,2,0,1
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001128,Lanzo Torinese,1,0,1,2,0,0
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001130,Leinì,1,0,1,2,0,1
01,Piemonte,001,Torino,SP01207TO,SP 012 dir2 -  Diramazione per Leinì,001130,Leinì,1,0,2,2,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001130,Leinì,2,0,2,4,0,1
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001130,Leinì,6,0,7,11,3,2
01,Piemonte,001,Torino,SP06801TO,SP 068 -  di Alice,001132,Lessolo,1,0,1,3,0,0
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001132,Lessolo,3,0,6,5,1,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001135,Lombardore,1,0,1,3,0,1
01,Piemonte,001,Torino,SP26701TO,SP 267 -  di Lombardore,001135,Lombardore,3,1,2,6,1,1
01,Piemonte,001,Torino,SP14701TO,SP 147 -  di Oitana,001136,Lombriasco,2,0,3,4,0,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001139,Luserna San Giovanni,5,0,7,9,1,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001146,Mathi,8,0,17,17,2,1
01,Piemonte,001,Torino,SP17201TO,SP 172 -  del colle delle Finestre,001149,Meana di Susa,1,0,1,1,0,0
01,Piemonte,001,Torino,SP06401TO,SP 064 -  della Valchiusella,001151,Meugliano,1,0,1,2,1,0
01,Piemonte,001,Torino,SP11901TO,SP 119 -  di Moriondo,001153,Mombello di Torino,1,0,1,1,0,1
01,Piemonte,001,Torino,SP12501TO,SP 125 -  di Revigliasco,001156,Moncalieri,2,1,2,5,1,0
01,Piemonte,001,Torino,SP12601TO,SP 126 -  di Santa Brigida,001156,Moncalieri,1,0,2,2,0,0
01,Piemonte,001,Torino,SP00401TO,SP 004 -  di Baldissero,001158,Montaldo Torinese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001159,Montalenghe,1,0,2,2,0,0
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001164,Nichelino,5,0,11,11,0,0
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001164,Nichelino,5,0,5,9,2,1
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001166,Nole,4,0,11,7,1,1
01,Piemonte,001,Torino,SP72301TO,SP 723 -  di Rivara,001166,Nole,1,0,2,3,0,0
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001168,None,3,0,5,4,0,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001171,Orbassano,14,0,22,26,2,4
01,Piemonte,001,Torino,SP00606TO,SP 006 dir1 -  Diramazione per SP 143 Nord,001171,Orbassano,1,0,1,1,0,1
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001171,Orbassano,4,0,12,8,0,1
01,Piemonte,001,Torino,SP14201TO,SP 142 -  di Piobesi,001171,Orbassano,1,0,1,1,0,1
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001171,Orbassano,18,1,33,43,3,1
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001171,Orbassano,1,0,1,2,0,1
01,Piemonte,001,Torino,SP21701TO,SP 217 -  di Barone,001172,Orio Canavese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001176,Ozegna,6,2,11,9,2,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001176,Ozegna,1,0,1,2,1,0
01,Piemonte,001,Torino,SP14901TO,SP 149 -  di Pancalieri,001178,Pancalieri,2,0,5,4,0,0
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001180,Pavarolo,1,0,1,2,1,0
01,Piemonte,001,Torino,SP07701TO,SP 077 -  di Pavone,001181,Pavone Canavese,3,0,5,6,0,0
01,Piemonte,001,Torino,SP16901TO,SP 169 -  della Val Germanasca,001186,Perrero,1,0,1,1,0,0
01,Piemonte,001,Torino,SP15901TO,SP 159 -  di Macello,001191,Pinerolo,2,0,5,3,0,0
01,Piemonte,001,Torino,SP19601TO,SP 196 -  di Piscina,001191,Pinerolo,1,0,1,1,0,0
01,Piemonte,001,Torino,SP21901TO,SP 219 -  di Mezzenile,001191,Pinerolo,1,0,3,2,0,0
01,Piemonte,001,Torino,SP11501TO,SP 115 -  della Valle Ceppi,001192,Pino Torinese,1,1,1,1,0,0
01,Piemonte,001,Torino,SP12401TO,SP 124 -  di Pecetto,001192,Pino Torinese,1,0,2,3,0,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001194,Piossasco,3,1,8,6,1,1
01,Piemonte,001,Torino,SP14101TO,SP 141 -  di Castagnole Piemonte,001194,Piossasco,3,0,3,6,2,0
01,Piemonte,001,Torino,SP19301TO,SP 193 -  della Colletta,001194,Piossasco,1,0,1,1,0,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001196,Piverone,1,0,1,1,0,0
01,Piemonte,001,Torino,SP12801TO,SP 128 -  di Pessione,001197,Poirino,3,0,4,8,0,0
01,Piemonte,001,Torino,SP12901TO,SP 129 -  di Carmagnola,001197,Poirino,1,0,3,2,0,1
01,Piemonte,001,Torino,SP13201TO,SP 132 -  di Ternavasso,001197,Poirino,1,0,1,2,1,0
01,Piemonte,001,Torino,SP04601TO,SP 046 -  di Frassinetto,001199,Pont Canavese,1,0,2,3,0,0
01,Piemonte,001,Torino,SP13401TO,SP 134 -  di Pralormo,001203,Pralormo,1,0,1,1,1,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001207,Pratiglione,1,0,2,2,0,1
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001209,Quassolo,1,0,2,2,0,0
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001211,Reano,1,0,1,1,0,0
01,Piemonte,001,Torino,SP09701TO,SP 097 -  di Cinzano,001213,Rivalba,1,0,1,2,1,0
01,Piemonte,001,Torino,SP00601TO,SP 006 -  di Pinerolo,001214,Rivalta di Torino,1,0,1,1,1,0
01,Piemonte,001,Torino,SP14301TO,SP 143 -  di Vinovo,001214,Rivalta di Torino,1,0,3,3,0,1
01,Piemonte,001,Torino,SP14335TO,SP 143 dir4 -  Variante di Rivalta,001214,Rivalta di Torino,1,0,1,1,0,0
01,Piemonte,001,Torino,SP17401TO,SP 174 -  di Borgaretto,001214,Rivalta di Torino,2,0,8,10,0,2
01,Piemonte,001,Torino,SP17501TO,SP 175 -  del Doirone,001214,Rivalta di Torino,8,0,12,15,3,3
01,Piemonte,001,Torino,SP18301TO,SP 183 -  di Bruino,001214,Rivalta di Torino,2,0,2,5,1,1
01,Piemonte,001,Torino,SP12001TO,SP 120 -  di Riva di Chieri,001215,Riva Presso Chieri,2,0,4,4,0,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001216,Rivara,3,0,4,5,1,0
01,Piemonte,001,Torino,SP04201TO,SP 042 -  del Santuario di Belmonte,001217,Rivarolo Canavese,2,0,3,3,1,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001217,Rivarolo Canavese,1,0,1,3,0,1
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001218,Rivarossa,1,0,4,2,0,0
01,Piemonte,001,Torino,SP00701TO,SP 007 -  di Grugliasco,001219,Rivoli,4,2,6,7,3,1
01,Piemonte,001,Torino,SP18401TO,SP 184 -  di Villarbasse,001219,Rivoli,1,0,1,3,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001220,Robassomero,7,0,10,15,1,1
01,Piemonte,001,Torino,SP01801TO,SP 018 -  di Robassomero,001220,Robassomero,4,0,5,7,0,1
01,Piemonte,001,Torino,SP02501TO,SP 025 -  di Grange di Nole,001220,Robassomero,1,0,2,2,0,0
01,Piemonte,001,Torino,SP19501TO,SP 195 -  di Roletto,001222,Roletto,1,0,1,1,0,0
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001223,Romano Canavese,2,1,2,5,1,0
01,Piemonte,001,Torino,SP09001TO,SP 090 -  di Rondissone,001225,Rondissone,1,0,1,1,0,0
01,Piemonte,001,Torino,SP19701TO,SP 197 -  del Colle del Lys,001229,Rubiana,1,0,1,3,0,0
01,Piemonte,001,Torino,SP03501TO,SP 035 -  di Favria,001231,Salassa,1,0,4,4,0,1
01,Piemonte,001,Torino,SP06901TO,SP 069 -  di Quincinetto,001233,Salerano Canavese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP22201TO,SP 222 -  di Castellamonte,001235,Samone,2,0,2,3,1,0
01,Piemonte,001,Torino,SP03901TO,SP 039 -  di Rivarossa,001236,San Benigno Canavese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP04001TO,SP 040 -  di San Giusto,001236,San Benigno Canavese,3,0,6,5,1,0
01,Piemonte,001,Torino,SP08701TO,SP 087 -  di Bosconero,001236,San Benigno Canavese,2,0,2,2,0,0
01,Piemonte,001,Torino,SP01901TO,SP 019 -  del Sedime,001237,San Carlo Canavese,5,0,7,9,0,1
01,Piemonte,001,Torino,SP02101TO,SP 021 -  di San Carlo,001237,San Carlo Canavese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP02201TO,SP 022 -  del Colle Forcola,001237,San Carlo Canavese,1,0,1,2,1,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001240,San Francesco al Campo,2,0,2,4,2,0
01,Piemonte,001,Torino,SP01701TO,SP 017 -  di Leinì,001240,San Francesco al Campo,1,0,1,2,1,0
01,Piemonte,001,Torino,SP00801TO,SP 008 -  di Druento,001243,San Gillio,5,0,12,8,1,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001243,San Gillio,1,0,1,2,1,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001244,San Giorgio Canavese,4,0,9,8,1,0
01,Piemonte,001,Torino,SP21701TO,SP 217 -  di Barone,001244,San Giorgio Canavese,2,0,2,3,0,0
01,Piemonte,001,Torino,SP05301TO,SP 053 -  di San Giorgio Canavese,001246,San Giusto Canavese,2,0,2,3,1,0
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001248,San Maurizio Canavese,7,0,11,11,3,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001248,San Maurizio Canavese,3,0,6,5,0,0
01,Piemonte,001,Torino,SP01601TO,SP 016 -  di San Maurizio,001248,San Maurizio Canavese,2,0,3,4,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001251,San Ponso,1,0,1,1,0,0
01,Piemonte,001,Torino,SP09401TO,SP 094 -  di San Sebastiano,001253,San Sebastiano da Po,2,0,5,4,0,0
01,Piemonte,001,Torino,SP10001TO,SP 100 -  di Moriondo,001253,San Sebastiano da Po,1,1,0,1,1,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001254,San Secondo di Pinerolo,2,0,3,5,0,2
01,Piemonte,001,Torino,SP16401TO,SP 164 -  di San Secondo,001254,San Secondo di Pinerolo,1,0,2,2,0,1
01,Piemonte,001,Torino,SP12201TO,SP 122 -  di Chieri,001257,Santena,1,1,1,2,0,0
01,Piemonte,001,Torino,SP13901TO,SP 139 -  di Villafranca,001260,Scalenghe,1,0,1,1,0,0
01,Piemonte,001,Torino,SP16001TO,SP 160 -  dei Murisenghi,001260,Scalenghe,1,0,2,2,0,1
01,Piemonte,001,Torino,SP08201TO,SP 082 -  di Montalenghe,001261,Scarmagno,1,1,0,2,1,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001264,Settimo Rottaro,1,0,1,1,0,0
01,Piemonte,001,Torino,SP00301TO,SP 003 -  della Cebrosa,001265,Settimo Torinese,3,0,6,7,1,1
01,Piemonte,001,Torino,SP01201TO,SP 012 -  del Fornacino,001265,Settimo Torinese,1,0,1,2,0,0
01,Piemonte,001,Torino,SP09301TO,SP 093 -  di San Mauro,001265,Settimo Torinese,1,0,3,3,0,0
01,Piemonte,001,Torino,SP05601TO,SP 056 -  di Strambino,001269,Strambino,2,0,2,2,0,0
01,Piemonte,001,Torino,SP22501TO,SP 225 -  di Urbiano,001270,Susa,1,0,3,2,0,1
01,Piemonte,001,Torino,SP00201TO,SP 002 -  di Germagnano,001272,Torino,1,0,1,2,0,0
01,Piemonte,001,Torino,SP00901TO,SP 009 -  di Altessano,001272,Torino,1,0,1,3,0,0
01,Piemonte,001,Torino,SP50101TO,SP 501 -  di Borgaro e Venaria,001272,Torino,1,0,4,4,0,0
01,Piemonte,001,Torino,SP08901TO,SP 089 -  di Torrazza Piemonte,001273,Torrazza Piemonte,1,0,3,2,0,0
01,Piemonte,001,Torino,SP06201TO,SP 062 -  di Strambinello,001274,Torre Canavese,1,0,1,1,0,0
01,Piemonte,001,Torino,SP16101TO,SP 161 -  della Val Pellice,001275,Torre Pellice,3,0,6,6,1,0
01,Piemonte,001,Torino,SP18701TO,SP 187 -  di Giaveno,001276,Trana,1,0,1,2,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001279,Traves,1,0,1,1,0,0
01,Piemonte,001,Torino,SP17701TO,SP 177 -  di Valdellatorre,001284,Val della Torre,3,1,3,3,0,0
01,Piemonte,001,Torino,SP18101TO,SP 181 -  di Caselette,001284,Val della Torre,1,0,2,2,0,0
01,Piemonte,001,Torino,SP01301TO,SP 013 -  di Front,001287,Valperga,4,0,7,8,0,3
01,Piemonte,001,Torino,SP21001TO,SP 210 -  di Venaus,001291,Venaus,1,0,1,1,0,0
01,Piemonte,001,Torino,SP00101TO,SP 001 -  delle Valli di Lanzo,001292,Venaria Reale,4,1,6,8,1,0
01,Piemonte,001,Torino,SP08901TO,SP 089 -  di Torrazza Piemonte,001293,Verolengo,1,0,1,1,0,0
